probe_id,GI-78,GI-91,GI-94,GI-95,GI-100,GI-103,GI-113,GI-121,GI-135,GI-142,GC-92,GC-94,GC-95,GC-109,GC-117,GC-121,GC-131,GC-133,GC-136,GC-138
ASHGA5P026523,6.469742,7.345769,8.398807,8.113698,6.280885,7.874263,6.560349,5.1980066,5.022689,6.514818,5.3887644,6.0177555,3.8196673,4.9845386,6.0134983,2.7407544,6.26301,5.2319913,6.0065455,2.389615
ASHGA5P026529,7.3177805,6.345931,8.671317,6.491776,6.8939414,6.5213823,6.5953403,8.284156,8.115449,7.1027923,5.822365,5.734798,6.8602853,6.051184,5.8909264,6.6088676,5.943183,6.135431,5.8753567,6.2834044
ASHGA5P026538,2.643763,2.4847622,2.4806867,5.307775,5.514343,5.404378,5.301451,6.735199,6.7370744,2.6382046,3.0213482,3.1568987,2.4701166,4.017641,4.965208,7.5837965,4.479443,4.7523665,4.6404057,7.3927326
ASHGA5P026540,5.438715,5.4584837,5.568327,5.3138757,5.8413196,5.0626874,5.759704,5.213539,4.7722425,5.201965,5.158004,4.8309827,5.8498535,5.1558976,4.9965696,4.6108,4.766608,4.536412,4.965943,4.74147
ASHGA5P026541,4.9886136,2.4847622,3.8803933,4.538162,4.8848863,4.10846,4.5279584,5.386445,4.6441827,5.036339,4.7932444,3.8853269,5.5206,4.714235,4.6573033,5.240043,4.4527807,4.016568,4.729339,4.9056616
ASHGA5P026542,6.7788806,5.7969165,4.834786,5.0842214,6.8171067,5.334682,6.6038103,4.0826073,3.7055285,6.811608,5.233724,4.9634724,3.3742635,5.4594774,5.075496,3.9404042,4.0880547,4.1203456,4.8314323,4.2488394
ASHGA5P026547,7.0607615,8.307113,6.5592794,8.552497,7.2012224,8.45633,7.233923,5.596528,5.882346,7.0872607,8.84388,8.477932,7.861403,8.993732,7.621207,7.7033906,8.897159,8.570579,7.491766,7.8263044
ASHGA5P026554,9.983074,9.213918,10.926408,9.041829,10.076193,9.125018,10.018816,10.505595,10.48318,9.972577,9.322362,8.048623,10.103376,8.62695,8.629992,10.4999275,8.986043,8.646875,8.790649,10.426193
ASHGA5P026565,9.315327,8.53931,8.505385,8.554379,9.390686,8.452468,9.505608,8.182631,8.059449,9.414088,10.208374,10.913757,10.693287,10.076193,11.041437,10.609288,11.673455,9.542362,11.078024,10.721104
ASHGA5P026566,10.649796,9.351537,11.784466,9.363572,10.590105,9.36239,10.642298,11.343285,11.371978,10.737944,9.2312155,9.508001,11.093888,9.043759,9.335071,11.11278,10.286892,9.902293,9.4383545,11.159244
ASHGA5P026575,6.0312567,5.305807,6.6227727,5.160369,5.2431,5.2748857,5.241168,4.582809,4.7140694,5.8215117,4.777868,4.9924464,5.6548433,4.8682323,4.6541142,4.702615,4.45673,5.095711,4.9283433,4.57881
ASHGA5P026581,7.0583653,6.724059,7.5561566,6.8041387,7.1656094,6.711033,7.2218485,7.0093346,6.9427547,7.224656,6.342036,6.292929,7.7305236,6.772875,6.43038,7.1397467,6.4121275,6.6937013,6.5823483,7.0700545
ASHGA5P026593,6.7591114,7.447969,6.4147577,7.3656898,6.373197,7.455851,6.742315,7.4529934,7.473711,6.82318,5.631006,5.8531866,6.6761184,5.9733305,5.863851,5.2608104,5.777457,6.0770817,5.766292,5.232941
ASHGA5P026609,8.377146,7.0263205,2.4806867,5.7184515,9.759306,5.6081853,9.700807,8.347365,8.290229,8.466629,2.540983,2.709278,5.607461,4.6186233,2.8863976,2.3864467,2.5360572,2.438255,3.1511366,2.685285
ASHGA5P026614,2.643763,2.4847622,3.0341222,5.17535,6.701662,5.0638,6.196112,7.2373567,7.117865,2.6382046,3.2322268,3.467781,2.3600175,4.616139,5.022231,8.317567,6.412933,5.2313232,4.7404704,8.307113
ASHGA5P026623,6.054546,5.420445,5.8597307,5.478454,5.996116,5.6021695,5.8564706,6.850975,6.3485827,5.703895,5.326966,4.7287545,5.6365857,4.8295603,5.218275,4.791705,4.682177,5.185035,5.1505117,4.963008
ASHGA5P026626,9.029349,8.843221,8.162265,8.82934,9.0113125,8.837038,8.970753,7.7438293,7.7434483,9.101822,7.228263,5.728187,7.950804,7.117865,5.7971234,7.5774503,7.1351833,5.7052526,5.892196,7.605447
ASHGA5P026632,10.87411,11.2098875,10.652877,10.80795,10.907989,10.847517,10.786602,11.181591,11.097314,10.773046,10.999634,11.006341,11.286257,10.94015,11.806776,11.594044,11.371978,11.866488,11.573774,11.278158
ASHGA5P026638,3.7588482,6.4207845,2.4806867,6.163512,3.4391901,6.0971227,3.587296,2.3639536,2.4901478,3.9027665,6.6551347,6.624983,2.3566902,6.6080723,6.359018,3.031421,7.590539,4.827542,6.503491,2.5200183
ASHGA5P026639,8.169863,6.161064,7.6120872,6.0911074,8.0518875,6.1781054,8.067751,7.0070205,6.8776264,8.214156,6.061572,6.75221,9.354158,5.9220576,6.6403813,9.051312,9.425565,4.0887446,6.5806227,9.050522
ASHGA5P026642,7.3887115,6.9414744,7.541065,6.7706933,7.0313606,6.5963764,7.12817,7.875777,7.7201557,7.2912416,5.9841924,5.758627,7.211307,6.02553,5.5852838,6.3037696,5.3879776,6.357091,5.6581416,5.7477307
ASHGA5P026651,7.714229,7.2389436,7.757928,7.274018,7.8077693,7.2942777,7.7741084,7.664329,7.687861,7.6421223,6.125633,6.1279407,7.0700545,6.2837105,6.9590173,7.0503616,6.0207415,6.4799294,7.207782,6.9401703
ASHGA5P026653,10.112623,9.265613,10.541761,9.4383545,9.787549,9.348324,9.895622,10.38459,10.426193,10.258175,9.244837,8.50312,10.698142,9.11101,8.605399,10.33625,9.160246,8.992591,8.6634445,10.377314
ASHGA5P026655,8.805958,10.19267,9.026872,10.343836,8.649392,10.245887,8.604728,8.57153,8.590455,8.88203,6.7971797,6.8769464,8.092908,6.7449155,6.8744984,7.375249,8.511478,6.5693274,6.8366537,7.5661235
ASHGA5P026681,5.111657,5.012189,6.1880774,3.2858717,4.129004,3.301866,5.367566,5.6159477,5.5243125,5.233396,4.954801,3.5487998,6.174625,4.7192945,2.4161916,4.2179313,3.8322208,4.20659,2.4416478,4.385629
ASHGA5P026684,6.13804,5.400502,5.4370027,5.4577546,5.9172463,5.321024,6.121214,3.4993258,3.2923722,6.073685,6.1546073,6.1269464,5.843157,5.8905344,6.1848855,4.847705,5.941071,5.203178,6.2377715,4.843993
ASHGA5P026685,6.274953,5.493727,4.8192005,4.917109,6.183466,5.18393,6.1195464,2.7452257,2.5589485,6.183255,5.83908,5.8165803,5.5132313,5.637154,5.610394,4.0285044,5.487606,4.597867,5.42806,4.2998505
ASHGA5P026687,8.649392,7.963568,9.145423,7.924004,8.576381,7.9521484,8.5772705,8.992591,8.951989,8.674895,7.414324,6.6353035,8.020881,7.5281477,6.417885,7.739142,6.565058,7.0159383,6.3897862,7.7117233
ASHGA5P026688,7.4051814,6.8924813,6.5992174,7.008489,7.1035624,6.9187245,7.1603847,5.468148,5.472764,7.4852657,5.850629,5.374608,6.648178,5.8692994,5.327628,5.9994774,4.3602257,4.774758,5.271699,6.029838
ASHGA5P026708,7.2073135,6.3978963,7.187502,6.0348244,6.9092283,5.959716,7.023399,6.1443615,6.029838,7.1413956,6.3167644,4.7904873,6.8417277,6.3501205,4.553004,6.1953464,5.1285095,4.5716667,4.66724,6.129438
ASHGA5P026710,6.1475444,5.5450516,5.308683,5.860386,6.076321,5.925353,5.9708323,6.327412,6.3292003,5.9263797,4.995364,5.335925,6.11335,4.442704,5.850033,6.794356,5.0475297,5.344583,5.585077,6.4788256
ASHGA5P026712,8.33075,9.727847,8.490523,9.893771,8.389583,9.770846,8.393502,8.369075,8.290682,8.316492,8.201898,6.831804,8.629257,8.295847,6.557365,8.495718,5.631838,7.0872607,6.548669,8.485072
ASHGA5P026714,5.776942,2.4847622,7.0846834,2.4133177,5.367566,2.8874319,5.4192724,5.3070755,5.302022,6.110656,4.5472264,4.4897895,6.5021586,4.1180525,3.5646358,5.73745,2.3656507,2.438255,4.0884533,5.316798
ASHGA5P026715,9.28298,8.775456,9.486752,8.669906,9.281112,8.593529,9.35731,9.539226,9.633884,9.296829,8.552948,7.925006,9.799765,8.11856,8.324077,8.920515,8.452468,8.750103,8.419312,8.893565
ASHGA5P026732,6.1898003,6.003581,4.7815266,5.761296,5.6743197,5.7093225,5.2256484,3.711499,3.4828205,6.0881314,5.868231,4.394008,3.7569811,5.2460546,4.8826113,3.336553,5.060366,4.1257463,4.697964,2.6846123
ASHGA5P026733,6.5609145,5.0442343,3.4943562,4.8231544,6.136063,4.3076234,6.4378557,2.6116724,2.4259777,6.79298,4.7611628,4.525565,3.6649084,4.9273458,3.1520321,3.2418904,4.4201717,4.867126,2.9986691,3.2364697
ASHGA5P026736,6.4724526,6.593096,6.7822022,6.47812,5.9746914,6.5585184,6.1277466,5.3576293,5.4603224,6.3652024,6.2650876,5.814538,6.0596447,6.2891865,5.647774,5.5856433,5.6130605,6.022422,5.7401857,5.4561186
ASHGA5P026745,7.90214,6.4141593,7.4857845,6.8088865,7.775392,6.8041387,7.7193475,7.381429,7.6207523,7.7259197,6.370244,6.7031345,8.225362,6.4612417,6.5578723,7.828107,6.359018,6.345104,6.5041986,7.605847
ASHGA5P026749,8.349729,7.442348,7.542952,7.2493033,7.6981025,7.253667,7.701813,8.141084,8.121798,8.369075,5.9460635,5.340821,6.542352,6.0534925,5.0724583,5.9109154,7.5018325,5.34923,5.283731,5.897284
ASHGA5P026751,6.0436635,6.7079215,5.814692,6.531298,6.1608214,6.531462,6.1228485,4.7317624,4.6511025,6.022422,5.581687,5.199848,5.6265297,5.2524695,5.228211,4.5690074,4.154341,5.0036335,5.1259894,4.400373
ASHGA5P026765,6.165861,5.304544,6.04974,5.2549224,5.734798,5.103303,5.803052,5.6573663,5.2564235,6.095274,5.168189,4.784087,6.004694,5.4970217,4.7329106,4.9177637,4.756946,5.318477,5.008237,4.724567
ASHGA5P026770,2.643763,6.4266644,6.301965,6.4381266,2.8272576,6.462148,2.4580214,7.0540495,6.6141253,3.8771472,5.6428695,5.6472597,5.483656,5.6435194,5.441739,5.3308644,6.8677373,7.078064,5.296858,5.026939
ASHGA5P026771,4.5456758,5.163204,3.8514538,5.287296,5.0420957,5.4041815,5.170416,5.528592,6.2670465,4.0052133,4.0714736,5.2819586,3.4029424,4.4233,4.743449,4.0503716,6.1612353,6.0572352,4.3810263,3.35817
ASHGA5P026794,5.9291625,4.8711777,2.4806867,2.9361386,6.079068,3.117726,5.9470735,2.8633811,2.7458215,5.5179176,7.584323,7.7353845,3.4663393,7.6909018,7.645728,2.5939124,7.617947,6.458473,7.774997,3.1237657
ASHGA5P026799,6.370731,5.9255815,6.7902513,5.3974304,6.243585,5.224109,6.239273,7.590539,7.4688144,6.506216,5.887063,5.5260334,6.6169252,6.3757,5.18217,6.262053,5.3398895,5.5219274,5.3737187,6.063551
ASHGA5P026800,7.755632,8.406773,8.872864,7.655369,7.340085,7.7084436,7.2865524,8.042501,8.200409,7.693374,6.327874,6.3940334,7.331165,6.493148,6.1030893,6.311671,6.0058227,5.9812217,6.1352043,5.9662747
ASHGA5P026815,11.0745,11.244633,9.757447,11.542805,11.097314,11.440114,11.024411,9.711099,9.833137,11.132536,10.399184,8.983855,10.562402,10.562402,9.236796,10.58045,8.545386,7.7236905,9.060532,10.547582
ASHGA5P026818,6.79298,7.9223123,6.8371644,8.002243,7.084275,8.047103,6.732663,5.7659245,5.8469687,6.8098364,7.9398227,7.0066495,8.005089,7.9854827,7.1767187,7.705821,7.5168533,7.0990005,7.1586833,7.4562516
ASHGA5P026825,7.38801,7.186714,7.2242384,7.127323,7.2936125,7.0096326,7.2342486,6.8499417,7.0142975,7.4591036,5.884362,6.080027,7.3763576,6.0562334,5.702546,6.5463963,5.9746914,5.7606983,5.539071,6.507819
ASHGA5P026838,7.233923,6.495032,8.22478,6.7208595,7.105941,6.5672116,7.089763,7.0452647,7.2346334,7.186714,5.5111613,5.722207,7.1385484,5.6433063,5.7995815,6.563963,5.1084127,6.2817926,5.5875354,6.542929
ASHGA5P026850,7.375673,6.795116,7.816035,6.8426576,6.796926,6.8651943,6.8088865,7.4203086,7.31131,7.490245,6.0130606,5.868703,7.280371,6.2866273,5.8381944,6.0495524,5.691928,6.3828053,5.8341146,6.3252454
ASHGA5P026851,6.3729672,4.716709,5.4030957,4.657881,6.431202,4.52357,6.381971,5.3416677,4.9691668,6.574202,4.7317624,3.8118649,5.140711,5.024553,4.132936,4.916205,3.6085792,5.893154,4.322031,4.990907
ASHGA5P026868,6.990818,5.915791,5.2876325,5.6712008,6.6192355,5.465095,6.4150667,3.935524,4.308536,6.7469907,5.4782786,4.4786716,5.415359,5.4189353,4.9049926,4.5456758,3.5553315,4.627785,4.969004,4.6228967
ASHGA5P026869,7.2869782,5.830329,6.0495524,5.7854843,7.089763,5.5411015,7.0919323,3.917817,4.2510614,7.1056957,5.424065,3.666133,5.8261747,5.0073543,3.8012054,4.6106944,3.3678424,3.7510412,3.5769057,4.3758683
ASHGA5P026887,6.0969114,5.3594956,6.030049,5.1531644,6.1039405,5.3756804,5.717246,3.3466816,3.2863755,5.9338,5.2417088,3.6118822,5.643076,5.138258,4.2242546,4.892507,4.085085,3.244892,3.6996355,4.92285
ASHGA5P026891,7.205796,6.4866214,7.4876847,6.4875765,7.0866995,6.430716,6.899415,6.8703613,6.6727037,7.229239,5.808249,5.637024,7.273302,5.921568,5.499134,6.1842875,5.820807,5.5346394,5.4262805,6.2638264
ASHGA5P026915,9.433143,7.943848,9.404854,7.780951,9.524954,7.882803,9.518917,8.874025,8.956,9.446357,7.604477,7.133354,9.263452,7.6717095,7.0501256,8.742215,8.208151,7.301955,7.0452647,8.7326355
ASHGA5P026933,5.4617896,5.7562904,6.4300394,5.9630213,5.8022733,5.9695296,5.900569,6.736754,6.5873213,5.4725733,5.4414206,4.550417,5.6214385,5.6224484,4.815337,5.2521334,4.8761415,4.4670515,5.008875,5.333282
ASHGA5P026945,4.7474823,4.5564656,4.4422326,3.816659,4.023267,3.6198041,4.9366226,3.1434507,3.1614513,4.1762667,5.6419277,4.7557397,5.837655,5.9937057,4.933174,4.3319974,3.535764,3.0453668,5.0526166,4.66802
ASHGA5P026949,5.4886384,4.8761415,6.117238,4.4483447,5.2392464,4.4892287,4.9329996,5.2806444,5.2520075,5.2780538,5.764779,5.2592034,5.904104,5.8287973,4.6170354,5.1699643,4.5260963,5.2826815,4.9576645,5.241168
ASHGA5P026954,6.3317757,5.591302,6.9114146,4.652664,5.9021654,4.943041,5.621904,4.8754983,4.879331,6.2274013,5.1816874,4.803234,5.9189515,5.0874934,5.421633,5.3886023,4.196762,4.7418857,5.478454,5.5897365
ASHGA5P026958,11.255862,11.378222,11.063422,11.492409,11.385117,11.445958,11.498081,10.980839,10.981938,11.296707,11.356705,9.460527,10.721104,11.2040825,9.5992155,10.63162,10.38039,8.542763,9.680576,10.696138
ASHGA5P026960,5.324427,7.1819243,5.4354315,4.7744884,4.589725,4.6991773,4.79918,4.6923156,4.6371913,5.2474003,4.4586906,4.36433,5.4862494,4.9300303,4.473851,4.75028,3.772119,3.9886184,4.049322,4.558658
ASHGA5P026965,5.93304,5.4065495,5.6753483,6.6740932,5.3816276,6.25423,5.593048,4.94077,4.5573583,6.3413877,4.4178762,4.8659625,5.7188325,4.2899466,4.383818,4.223609,3.6162856,4.4893994,4.609993,4.0050106
ASHGA5P026971,6.970011,6.0604057,7.350682,6.0722437,6.532145,6.1382446,6.5997705,7.5585074,7.414324,6.9887233,5.7569194,5.661165,6.792186,4.91104,5.2659407,5.3840117,4.835911,5.675777,5.179967,5.463807
ASHGA5P026985,8.175041,7.435865,8.654044,7.2977977,8.110928,7.3541393,8.144625,8.401787,8.380195,8.071192,6.6518135,6.62456,7.972763,6.5472603,6.8290305,7.808913,6.7162247,6.6723285,6.7237763,7.6017046
ASHGA5P026989,7.784593,6.739823,8.047774,6.891303,7.180356,6.7761016,7.290861,8.238953,8.0767145,7.783262,6.232942,5.8753567,7.465097,6.4137087,5.7230864,6.4875765,5.7411337,6.5261483,5.587086,6.703459
ASHGA5P026999,7.0146346,7.232235,6.028868,6.55325,6.984608,6.489691,6.645638,4.560753,4.251851,6.9580235,5.5481586,5.0883904,5.764779,5.3400574,5.0250874,4.7582264,3.3463247,5.151161,4.894573,4.7812057
ASHGA5P027000,8.27098,7.8661575,7.2009006,7.7024426,8.325813,7.862957,8.2300205,7.1218395,7.1548486,8.154233,8.024284,6.909567,6.9604635,7.617947,7.1288276,7.395581,6.650528,6.312403,7.1041036,6.9502
ASHGA5P027010,5.5909944,4.750409,5.870411,3.8139725,4.285162,4.166519,3.899142,3.9393184,4.134729,5.561297,4.66724,4.236082,5.5260334,4.9472175,6.560349,4.5045247,3.4288402,4.5632834,6.879192,4.5421767
ASHGA5P027020,7.3100505,7.0557313,7.221502,7.270347,6.9723487,7.21383,7.0128903,6.993172,7.0866995,7.365365,5.85474,6.195889,7.6640882,5.6365857,6.0588026,6.4231462,5.912052,6.7633247,6.034297,6.521114
ASHGA5P027021,6.718894,5.8283367,6.3717937,4.913656,6.031768,4.867126,6.2148056,4.4464445,4.8967724,6.4809623,5.235317,4.8805337,6.375057,3.698647,4.765278,4.525448,3.607562,4.5666137,3.9531052,3.978887
ASHGA5P027025,7.3306556,7.714589,6.3766565,7.9004145,7.248413,7.902671,7.338802,6.1925173,6.405396,7.3286905,7.10508,6.945538,7.197657,7.153997,7.1530538,6.8246074,6.5449047,7.1252007,7.0077505,6.876605
ASHGA5P027027,4.5975466,4.736945,5.005856,3.649543,4.149206,4.3979597,4.7320213,2.8871667,2.548779,4.867587,5.529215,4.5212274,5.3075776,5.359217,4.998887,4.8974,5.2868547,4.586079,4.9550815,4.670682
ASHGA5P027028,7.5054183,6.718894,7.609603,6.7560763,7.2651954,6.783863,7.331547,6.713354,6.7919865,7.5876307,6.448492,6.205396,8.212018,6.2726483,6.232942,7.9006357,5.9046454,6.979932,6.169032,8.0889225
ASHGA5P027034,6.026886,4.8999057,6.218098,4.538662,5.190577,4.4893994,5.084106,5.0460954,4.698572,6.134082,5.178321,3.9548166,5.9354806,4.955241,3.5743294,4.5946836,3.639778,4.3073077,3.2015877,4.1884503
ASHGA5P027040,10.139256,8.957278,9.879354,8.788033,9.610226,8.722381,9.692899,9.702522,9.705157,10.139256,8.066312,7.2837553,9.644995,7.675187,7.6581554,8.529361,8.011878,7.760111,7.7138724,8.559362
ASHGA5P027067,4.902453,4.8929257,5.0024137,5.668303,5.245366,4.9617243,5.5564804,5.71679,5.734976,5.089154,3.9015203,3.7593565,5.3892536,4.6117783,3.5728695,4.419152,3.2742586,4.1794715,2.4416478,4.3503256
ASHGA5P027069,6.1995316,6.266363,5.6800356,6.3367023,5.768117,6.370244,5.905798,5.924756,5.7669015,6.0438766,5.3529615,5.310336,6.133211,5.2768803,5.3006935,4.919948,4.4451213,5.1316485,5.4901323,4.840505
ASHGA5P027095,4.157275,3.73144,3.7835124,3.4648485,5.352282,3.3989077,5.6171594,5.806308,5.285118,2.6382046,4.034492,3.6441846,5.882346,4.1911745,3.3872733,5.404378,3.7845626,4.526552,3.6700897,5.2806444
ASHGA5P027103,6.4499173,6.542929,6.777715,6.141406,6.3485827,5.9274216,6.225139,5.133238,5.354668,6.493636,5.674074,5.7217937,6.7289124,6.0205293,5.616598,6.1197767,5.7806735,5.965522,5.5762343,6.282346
ASHGA5P027131,6.5645785,4.3467374,7.027942,3.359116,6.3169312,3.537406,6.3846116,6.005108,5.987057,6.6044602,4.5199175,4.5319333,6.9357157,4.706281,4.883525,5.570833,4.527334,4.8840666,4.6424026,5.953841
ASHGA5P027132,11.673455,11.026579,11.770023,11.20115,11.747498,11.084074,11.795998,11.573774,11.641085,11.735447,10.434176,10.68261,11.562017,10.22278,10.318061,11.356705,11.5125265,11.000781,10.556364,11.275184
ASHGA5P027133,10.75835,10.199846,10.397826,10.018816,10.799676,10.007445,10.876679,10.628988,10.742055,10.842423,10.742055,10.9495125,10.586897,10.749773,10.863646,10.392889,12.1798725,11.253476,10.936562,10.367048
ASHGA5P027134,10.745264,9.409121,11.094878,9.561001,10.843376,9.603226,10.762821,11.11055,11.12343,10.779664,9.647205,9.786979,10.713986,9.784211,9.785394,10.700914,10.537705,10.104581,9.7568,10.677723
ASHGA5P027135,4.971438,6.0895905,3.8858356,5.8908105,4.3139157,5.9578514,3.9298074,2.4003801,2.3633895,5.430724,6.0041404,7.20649,4.2357817,6.007785,7.230807,3.8125339,7.0096326,8.6634445,7.1326385,4.1546144
ASHGA5P027138,2.643763,2.4847622,4.9287386,4.996226,5.3676596,4.806425,5.195479,6.1971793,6.5237517,2.6382046,2.9414644,2.3652925,2.4379911,4.013372,3.3859167,6.502916,4.941785,3.5224948,2.4416478,6.2698817
ASHGA5P027151,4.851376,4.1244016,10.254953,2.3559444,5.288588,2.3607209,5.3126955,10.033103,10.083602,4.810351,9.2614765,2.804861,9.915498,9.380918,2.4161916,9.83129,2.3656507,7.728969,2.4416478,9.853874
ASHGA5P027153,2.643763,4.270521,4.2148476,5.3018017,4.9449825,4.844752,4.848715,5.756781,6.0954957,3.9152799,4.5299625,4.917538,4.782494,4.848807,4.6912093,5.7725353,4.65743,5.1947937,4.684473,5.4939656
ASHGA5P027159,6.38763,5.827168,6.9312696,5.120574,5.866342,5.3169327,5.967557,6.077339,6.383792,6.5159345,5.179967,4.807298,6.6086183,4.72551,4.8375516,6.0876455,6.0684094,4.0993786,4.8598766,5.871319
ASHGA5P027164,7.6489086,4.935951,6.9793625,3.982244,7.8227687,4.4108887,7.8665895,6.448985,6.1188645,7.7937694,5.0862355,4.6670737,6.8922644,5.1166997,4.647349,6.0096364,6.68971,5.7405686,4.14449,6.172074
ASHGA5P027167,5.3567967,4.6988773,4.370733,4.8668036,4.763037,4.779796,5.255683,4.791266,4.774758,5.3605604,3.8964906,4.9280844,5.011637,4.493958,4.201227,4.5876446,4.036142,4.7227583,4.2842674,4.5213656
ASHGA5P027185,6.9025354,6.164552,8.678244,5.941913,5.9947534,6.0312567,6.1980114,8.602672,8.722381,6.815711,6.593737,5.0439224,7.0959735,6.7127275,4.437925,5.6343284,4.454325,4.995811,4.318291,5.685617
ASHGA5P027198,7.185771,5.630575,7.227438,5.0256786,6.9151464,5.138406,6.8389926,6.552474,6.1978116,6.9819245,4.54949,4.78654,6.4857492,4.067587,4.627172,5.521074,6.0473795,4.3258185,4.5720224,5.3700233
ASHGA5P027201,5.838409,3.9586844,8.048145,2.3731947,5.956655,2.4187484,6.0019712,3.8055913,2.6505454,6.035973,3.8707218,3.2465827,7.3001976,4.126303,2.4161916,6.5641737,2.8635662,2.9061303,3.48143,6.3907266
ASHGA5P027204,9.793004,10.176729,9.410395,10.2982435,9.820462,10.204672,9.833137,9.1945715,9.37133,9.832108,10.193757,9.589492,9.69117,10.296357,9.491263,9.612919,9.369319,7.62893,9.520276,9.672088
ASHGA5P027210,6.324898,6.165861,6.6540422,5.965522,5.6474895,6.0228553,5.6000504,5.27106,5.293949,6.3907266,5.3892536,5.3992085,6.602765,5.5352874,5.352805,5.9182286,5.1202755,6.0775695,5.2460546,6.05142
ASHGA5P027213,3.818079,2.4847622,3.9640517,4.6853714,4.895029,4.655818,5.4912333,6.6909986,6.8661284,6.000879,4.3539963,3.2782648,3.8730092,5.2120366,4.1425767,7.0881,5.359217,4.803161,3.9865363,7.052798
ASHGA5P027216,10.538765,9.646454,10.922539,9.638259,10.449927,9.595679,10.478044,10.9312725,10.952269,10.575962,8.931883,9.255334,11.503655,9.047182,8.946864,11.332605,9.267308,8.687056,8.96536,11.369036
ASHGA5P027218,8.738527,8.125882,10.003989,7.9217596,8.581141,7.8390718,8.579358,9.958751,10.020456,8.670413,6.6080723,6.5549526,8.572168,6.9720435,6.514432,7.077037,6.464861,6.5141535,6.471505,7.329459
ASHGA5P027222,6.5531597,5.9994774,5.7905498,5.853933,5.5081177,5.889234,5.5887437,5.9860673,6.034592,6.442429,5.2776823,4.7846985,5.4596653,5.337728,4.8127227,4.369533,4.891441,4.984674,4.6172853,4.282901
ASHGA5P027224,7.3044004,7.085696,7.9191833,7.049835,7.188742,7.03945,7.206988,8.131577,8.028212,7.2769437,6.10894,4.946944,5.0129495,5.862386,4.6504445,5.476355,7.143079,6.1978116,4.6075263,5.1330004
ASHGA5P027230,6.483758,6.296681,6.5450587,6.032791,6.3953815,5.968267,6.7208595,6.2141113,6.2410197,6.4182487,5.5141754,5.4986806,6.714622,5.3438296,5.4771614,5.8577404,5.341913,5.713588,5.431283,5.9640484
ASHGA5P027250,7.5759554,6.246337,8.083809,6.2150955,7.600074,6.1928244,7.6146765,7.590167,7.6358943,7.663464,6.374295,6.3393583,8.095535,6.0775695,6.18146,7.5018325,6.5064535,6.7137785,6.1995316,7.619604
ASHGA5P027251,10.83769,9.458487,10.987351,9.58452,10.851257,9.61747,10.857179,10.761803,10.744046,10.831823,9.409121,8.766653,10.63422,9.5992155,8.558719,10.585733,9.073682,8.9405775,8.596127,10.625756
ASHGA5P027269,6.4643655,5.831879,7.4801173,5.9110575,6.318035,5.856939,6.3978963,6.5129876,6.617909,6.6236625,6.114067,5.4266934,6.7466307,6.0750794,5.322319,5.6766653,5.4231863,5.6027308,5.457399,5.9028955
ASHGA5P027276,7.081959,6.7917438,7.2726254,6.8674235,7.092503,6.7665324,6.975915,7.2347994,7.2779684,6.873274,6.845477,5.702546,6.0348244,6.578377,5.4749637,5.4265428,5.229897,3.8812082,5.5824084,5.6934376
ASHGA5P027277,11.506249,10.571334,9.364362,10.722167,11.402653,10.652877,11.454785,9.084184,9.126432,11.469559,9.560402,8.646875,10.918392,9.274321,8.586143,11.000781,5.7584686,6.8495746,8.6876,10.978385
ASHGA5P027279,9.386875,8.251991,8.747645,8.279859,8.791138,8.279137,8.811526,8.633246,8.617151,9.413409,7.600074,8.753378,8.715917,7.6798916,8.256304,8.352118,8.19563,7.9156966,8.341118,8.365235
ASHGA5P027288,7.864211,6.815711,6.771052,6.627733,7.712174,6.6990714,7.6465554,6.383792,6.469572,7.8549285,5.8837147,4.6232967,8.1917305,5.6376977,4.801738,7.5207753,5.5649548,4.6866064,4.507897,7.868074
ASHGA5P027291,5.7448096,5.577392,4.672766,5.77607,5.4251432,5.451907,5.5212464,3.7671597,3.9302964,5.6463227,5.3519716,5.695246,5.8780694,5.350713,5.790024,5.114147,5.7538114,5.918445,5.6811147,5.304046
ASHGA5P027307,8.174383,8.899389,7.0688257,8.956683,7.721377,8.8596945,7.6905007,5.9667425,5.763576,8.162265,7.8665895,6.792186,7.2640986,7.7170515,6.7996902,6.0958147,7.6238313,7.678157,6.7536864,5.94461
ASHGA5P027308,8.986043,8.725437,8.154233,8.655122,8.772284,8.561513,8.819938,8.350227,8.480175,9.045033,7.83272,7.7236905,8.671871,7.8915687,7.7329807,8.335691,7.030755,7.8882933,7.7204704,8.380748
ASHGA5P027311,6.0167933,5.6635013,7.8188167,5.5591507,4.483313,5.4782786,4.7579412,5.445782,5.2718377,5.6455646,4.098332,4.868822,5.8158836,4.0675035,4.5663304,4.5853252,3.3513403,5.1813273,4.568458,4.8068995
ASHGA5P027314,6.3113904,7.030463,6.769599,6.955724,6.0692396,6.9990425,5.9400406,6.257483,6.362104,6.45239,6.435854,6.467496,6.469278,6.359545,6.434778,5.281623,7.156855,6.0755568,6.5518827,5.167472
ASHGA5P027320,6.152089,5.4076805,5.8287973,4.868093,5.6624436,4.915316,5.7032285,4.8956757,4.500667,6.178895,7.337398,5.108154,6.2243285,5.5389056,4.9627123,5.538591,4.3890924,5.0889287,4.82487,5.407287
