probe_id,GI-78,GI-91,GI-94,GI-95,GI-100,GI-103,GI-113,GI-121,GI-135,GI-142,GC-92,GC-94,GC-95,GC-109,GC-117,GC-121,GC-131,GC-133,GC-136,GC-138
ASHGA5P028994,4.105278,5.235473,7.1838655,5.246581,3.0762444,5.753647,4.0503716,7.631789,7.455851,4.206406,6.570286,4.35491,4.974494,6.385645,4.648149,3.793826,5.714155,5.492452,4.3762627,3.6935756
ASHGA5P028998,7.7366266,7.1501713,7.095567,7.0748477,7.491766,7.011846,7.503121,6.5688634,6.675105,7.884028,6.7102795,6.628518,8.600814,6.628813,6.4472256,7.6271863,6.501639,6.574567,6.5240383,7.7217746
ASHGA5P029028,6.826358,6.5895157,7.4669394,6.5124974,6.7560763,6.3938236,6.682509,7.2480984,7.4337435,6.7680273,4.4476085,5.5420785,6.9746456,4.9718623,4.89536,5.9144692,4.032925,6.444391,5.174787,5.670036
ASHGA5P029039,3.7331567,4.1385365,4.633709,4.9807243,4.272553,5.4068823,4.5973587,7.153997,6.8207126,4.1584682,4.550016,4.088848,3.618768,5.246581,3.2161207,6.745971,5.801339,4.8625803,3.194696,6.8872185
ASHGA5P029041,5.2018013,4.9135365,6.0743446,5.819382,5.418499,6.0575876,5.714602,5.9872527,6.129091,5.3406773,5.485886,5.095209,5.908756,5.8551292,4.9576645,4.8750777,4.7379146,5.1862607,4.9542475,4.9564695
ASHGA5P029046,8.289784,8.397272,9.467002,8.103266,7.4270277,8.080465,7.4326353,9.288151,9.330046,8.312213,6.2374682,6.5738277,4.795554,6.9144645,6.4846616,4.059576,4.673005,6.993172,6.48648,4.0060735
ASHGA5P029055,5.3978753,7.061519,2.4806867,6.7594357,5.411538,6.7622747,5.37909,2.4955392,2.3633895,5.683108,8.168749,6.502916,5.813714,7.9880915,6.19677,4.7081046,5.8887167,6.6588817,6.3441315,4.8194675
ASHGA5P029058,4.7105722,5.418851,6.064807,3.636624,3.2298691,3.7285662,3.7222483,6.100155,5.3962407,4.7192945,4.9026213,4.4100513,5.7337976,5.3566327,4.1953754,4.230455,3.7366657,4.3585744,3.435511,3.9535127
ASHGA5P029068,8.803755,9.166372,8.357592,9.050522,8.915281,9.091325,8.957278,8.056828,8.095145,8.735403,9.227868,8.405979,8.540806,9.098718,8.5245,8.319349,7.673783,8.814901,8.525362,8.357154
ASHGA5P029070,7.429131,6.8880835,7.5513434,6.869979,6.646532,6.9302998,6.7142973,7.599609,7.647769,7.3429756,5.798442,5.779915,7.1590004,5.7505674,5.4954042,6.3431864,5.609369,6.387926,5.6037683,6.600971
ASHGA5P029075,9.076798,8.172626,8.613869,8.166845,9.165083,8.135522,9.239442,8.191317,8.236379,9.148015,7.479786,6.30152,9.389766,7.3771853,6.4432883,9.214682,6.9059815,6.285785,6.57649,9.336185
ASHGA5P029077,8.146439,7.8278723,7.46048,8.058998,7.830871,8.077486,7.7551465,7.351276,7.5443153,8.26818,6.680344,5.96057,7.196862,6.4906945,5.770091,6.401818,4.7793493,4.7471943,5.825686,6.4147577
ASHGA5P029084,4.5089874,6.304444,4.128334,6.357643,4.7976727,6.490131,4.724567,5.1642694,4.8636904,5.2143054,6.507586,6.4119534,4.8067083,6.452169,6.268607,6.32252,5.1073403,6.4794297,6.0606117,5.9967794
ASHGA5P029085,5.3157053,4.940452,4.7566833,5.371674,4.0449853,5.3866377,4.860157,6.157728,6.3290453,5.4570413,4.5594177,5.1004047,5.172678,4.543114,4.9592967,4.5836444,4.3426366,4.2754107,5.1065755,4.588393
ASHGA5P029097,5.1764627,4.521696,4.9507008,3.6192493,5.1133227,3.4716206,5.3641253,3.9434586,4.254678,4.5539255,2.3724854,3.2336407,5.5253816,2.3601642,4.614287,4.2412453,3.6117673,4.084931,2.4416478,4.0857935
ASHGA5P029098,10.55099,9.4872875,10.684897,9.628251,10.644342,9.579251,10.663217,10.496881,10.535634,10.569241,9.241906,8.129115,10.481751,9.128622,8.240518,10.42116,8.346335,9.065302,8.292672,10.509757
ASHGA5P029100,6.1600175,2.4847622,3.1601443,2.4908035,5.524955,2.3825195,5.094267,2.3639536,2.3633895,6.0538697,2.4493558,4.607641,6.8983803,2.3601642,4.6301436,6.2134767,5.098924,5.2698274,4.4951878,6.466984
ASHGA5P029112,5.878497,4.546788,5.735744,3.3237877,5.8529606,3.7537594,5.98773,5.1247773,5.4466534,5.9304924,4.6818695,3.9156308,5.692826,4.7033696,3.35599,5.3691278,4.1663837,6.2002563,3.467087,6.071808
ASHGA5P029115,6.5032306,5.482051,5.853933,5.4641685,6.8399987,5.5351515,6.7053757,5.0167847,4.975842,6.4372487,5.6126037,5.518346,6.1024594,5.8837147,5.7482514,4.983571,6.2314506,5.734289,5.624603,5.159199
ASHGA5P029116,4.9580407,4.86648,4.7173457,4.1777396,4.269043,4.5800257,4.523709,3.5697992,4.1700797,4.8189235,4.756102,4.016864,5.702546,4.22472,3.540724,4.798227,4.104862,5.4000735,5.540738,4.627785
ASHGA5P029117,5.853669,5.9745317,5.938579,6.0232496,5.481268,5.922477,5.6873293,5.6270328,5.654275,5.6239543,5.839891,4.179112,6.1820326,5.6887918,4.646588,5.079891,4.791266,4.927951,5.104602,5.1505117
ASHGA5P029119,8.784107,8.241317,8.901446,8.315487,8.696251,8.27141,8.792804,9.188828,9.081153,8.912603,7.754295,7.7587557,9.154491,7.784593,7.8067613,9.063544,8.2275095,7.0286093,7.838603,9.108092
ASHGA5P029128,6.0641537,5.984481,7.8787394,5.4737535,5.32507,5.3107634,5.5132313,6.7677255,6.875501,6.4438534,4.987182,4.2274213,6.0278697,5.154567,4.127688,4.735752,3.5517473,4.558658,3.6464663,4.920104
ASHGA5P029129,5.455051,5.461565,5.995275,4.656307,4.8704863,4.730204,4.9779925,5.224302,7.3686476,5.8718147,4.798024,4.754308,6.598433,4.54037,4.9924464,6.0280743,4.8314323,4.987676,4.9388313,6.743445
ASHGA5P029134,6.8207126,5.5176497,7.2185044,4.85867,5.949839,4.7417703,5.948376,6.7977953,7.0051703,6.838852,5.677848,4.7105722,6.3219724,5.8131084,4.7597713,5.5486403,4.1761255,4.5047946,4.7314234,5.824908
ASHGA5P029137,7.1668253,6.687669,7.2122297,6.7264433,6.951375,6.693529,6.8583007,7.212531,6.7959566,7.0707765,6.4447055,6.0145216,6.5263667,5.6525273,5.736622,5.4041815,5.57895,5.370496,5.5952277,5.393411
ASHGA5P029146,6.6638546,5.885032,8.307991,5.8800087,6.7118006,5.7979383,6.402059,7.8801103,7.7835703,6.771346,4.600371,5.5222783,8.031715,4.6023097,5.4601607,7.65375,6.195889,5.613266,5.5222783,7.6382856
ASHGA5P029154,5.9630213,5.3217654,6.497393,6.1592736,6.0610766,6.1523156,6.194172,6.3986874,6.308389,6.027726,5.2387943,4.21365,6.4983,6.0026865,2.9336915,5.226242,4.6553707,4.917427,2.4416478,5.5156474
ASHGA5P029156,5.8610873,6.2632694,5.8670025,6.0238028,5.2928414,6.1465254,5.666712,3.8986251,5.3501506,5.407068,5.467769,4.770563,6.041632,5.5301857,4.687473,5.3605604,4.572709,4.886801,4.9241567,5.1746173
ASHGA5P029158,8.299059,7.8192496,7.889176,7.742965,8.15704,7.8038583,8.195029,7.748097,7.864602,8.22114,6.664335,6.2635813,7.966242,6.8977776,6.061408,7.4769635,6.4679246,5.045075,6.0830398,7.574228
ASHGA5P029159,7.233436,8.74952,6.926854,8.866731,7.323548,8.823724,6.96799,6.1101675,6.306922,7.252358,7.9376454,6.7741656,6.647712,7.960095,6.74434,5.7779703,6.9938946,6.0575876,6.610777,5.7472453
ASHGA5P029173,7.3849926,6.4071217,7.794038,6.1962695,7.152197,5.981989,7.216686,7.18934,7.1752086,7.3656898,5.8324423,5.0791817,6.1724715,5.93304,4.872845,5.344583,4.8868895,5.1180987,4.8859696,5.384525
ASHGA5P029174,8.329248,7.0973644,7.714951,6.738902,8.213693,6.7822022,8.332257,7.1761484,7.119654,8.31411,6.4983,5.957271,8.674249,6.76925,6.1656575,8.967096,6.3953815,6.693529,6.120042,8.863045
ASHGA5P029177,7.367676,8.041775,8.762121,6.5627337,7.0533195,6.5306716,6.957662,7.7876844,7.6975994,7.415593,6.1707873,5.3772273,6.743445,6.2938347,5.000256,6.048018,5.1549134,6.1178536,5.0271354,13.838298
ASHGA5P029178,7.3958483,8.771517,6.8935547,8.952961,7.390201,8.887472,7.4080734,6.2854295,5.8612075,7.364843,7.973664,6.81263,6.3848042,7.9888854,6.815711,5.257741,6.8690343,5.9622164,6.840942,5.133238
ASHGA5P029183,8.228972,8.745277,8.186637,8.898704,8.328875,8.928459,8.223819,7.927797,7.867734,8.230505,7.6587434,7.1537023,8.557309,7.5759554,7.331547,8.212018,6.7791886,6.626601,7.152197,8.418509
ASHGA5P029185,6.11138,6.099335,6.185184,5.759062,5.8469687,5.5706363,6.099335,4.8270464,3.9998164,5.871063,5.9283156,4.5514846,5.771254,5.6179657,3.9656937,4.0639877,3.788402,4.051865,4.242682,4.278907
ASHGA5P029187,10.897098,10.101635,10.681104,10.1624565,11.014128,10.083602,11.048282,10.530769,10.613821,10.99117,9.332363,8.760295,10.378357,9.560402,8.475068,10.289745,8.141084,7.4653883,8.638676,10.42116
ASHGA5P029206,6.610777,6.400628,6.519137,6.5856085,6.309451,6.635872,6.376246,5.425359,5.299057,6.55355,5.1600924,5.471103,6.3720303,5.102067,5.133712,5.084969,4.8913093,5.141923,5.3524656,5.2768803
ASHGA5P029209,6.054731,5.6465883,5.744145,5.318318,5.258639,5.2045803,5.446823,3.5175407,3.782395,5.7930274,4.63542,5.1087403,6.298127,4.944837,4.8771195,5.369578,4.93151,4.3149242,5.1279826,5.275067
ASHGA5P029211,5.222893,4.9387164,5.770091,3.2339575,4.773485,3.4123566,4.734999,3.6542222,3.3198912,5.357792,4.37147,4.6649585,5.5148563,4.3903623,4.1762667,4.650859,4.7835746,4.333788,4.1744823,4.279148
ASHGA5P029216,9.752218,8.525873,10.409684,8.450529,9.737073,8.453037,9.717335,10.452555,10.448902,9.697347,7.6804547,8.2309065,10.304169,7.7185597,8.213693,10.387252,10.186288,8.731866,8.095994,10.271327
ASHGA5P029221,5.6819034,5.2879696,5.717429,3.1678748,5.820172,3.8695436,6.058116,2.6759272,2.8744283,5.775361,4.9671617,4.1600456,5.5083585,4.8058352,5.023732,4.344685,3.6806579,4.4731045,4.3089876,4.17403
ASHGA5P029228,10.218846,10.388001,9.37133,10.110912,10.196648,10.151557,10.136258,9.613524,9.591431,10.130576,9.561618,8.600814,9.572296,9.7544155,8.60761,9.540936,8.298441,9.536367,8.549736,9.443731
ASHGA5P029231,6.430716,5.7086854,6.7249303,6.008315,6.6270194,6.0591893,6.433689,7.230437,7.03945,6.369872,6.290091,5.208846,6.1962695,6.261141,4.7121243,6.5133066,6.0421653,5.3684325,4.8280516,6.123049
ASHGA5P029235,6.9502,4.7848926,4.939603,6.360069,6.808002,5.400396,6.7647495,3.6349094,3.4969242,6.819912,4.6074166,3.4052002,3.1608338,4.7643614,4.915594,3.1090403,3.7773979,5.0746202,4.96007,3.244248
ASHGA5P029237,6.8371644,6.420368,8.475984,5.447118,6.5992174,5.514343,6.6192355,8.750103,8.723613,6.656035,7.227916,5.141328,6.976156,6.9350944,5.3398895,6.5700164,5.587086,5.482816,5.190245,6.248543
ASHGA5P029243,8.041375,7.840355,7.873393,7.9372053,7.691761,8.015858,7.7598295,7.4744654,7.4839644,8.043573,7.0463653,6.3568845,7.7874246,7.1565404,6.3243537,7.1146765,7.816738,5.64832,6.1456165,7.117606
ASHGA5P029275,8.751799,7.542634,10.092064,7.724703,8.154699,7.6788383,8.250811,9.606722,9.5030985,8.786973,7.8805842,6.392912,8.011878,7.772817,6.446627,7.5681033,6.505681,6.3060546,6.64491,7.749418
ASHGA5P029282,10.552127,10.3052635,10.876679,10.430287,10.549702,10.3088045,10.610435,10.642298,10.707419,10.619759,9.862068,10.38039,10.670402,10.070674,10.306358,10.660154,10.053262,10.005965,10.404761,10.595029
ASHGA5P029284,6.0907273,3.592483,2.4806867,4.699797,5.5581455,4.762076,5.526506,2.3639536,2.3633895,5.907625,3.411235,5.3758807,5.1678033,3.7391415,5.343157,3.4782898,5.090955,4.7845573,5.325843,3.077736
ASHGA5P029285,7.216081,6.1971793,6.4410205,6.2877264,6.7753234,6.2002563,6.754513,7.1205025,6.856166,7.1951203,5.763576,5.997949,6.6827965,5.8254695,6.034032,5.637024,5.3587027,5.420551,6.031075,6.0155745
ASHGA5P029286,7.2987814,5.1110387,6.3547244,4.118552,7.1590004,4.3698144,7.1698594,5.555694,5.3727727,7.289646,5.3549547,5.971733,7.7887545,5.1600924,5.847536,8.371887,5.9174695,5.5636744,5.8044662,8.650903
ASHGA5P029299,6.8944607,6.1350055,7.483172,6.2422304,6.817556,6.1742163,6.6680083,5.14613,5.519536,6.952905,5.5685067,5.8028274,6.6887417,5.3479958,5.3780046,5.9174695,5.270512,5.11017,5.431669,5.9212418
ASHGA5P029304,6.169914,6.0658207,5.29993,5.1995845,7.4676723,5.3564653,7.6620574,4.313684,4.017439,6.3804927,4.750127,5.836844,5.3872056,4.8357606,5.719063,4.3097672,5.7460527,4.9285,5.898295,3.988501
ASHGA5P029306,5.6726747,4.3539114,5.3536277,2.7674968,5.6529436,2.7408586,5.369404,4.583981,4.7217298,5.4041815,5.0555406,4.0600157,5.5481586,5.1346674,4.655012,5.3811364,4.309444,3.9971256,4.308863,5.158383
ASHGA5P029307,4.3217936,4.880248,6.22259,4.378065,4.403328,4.451833,4.239592,5.8515606,5.977137,3.9570625,4.8289137,4.2673,5.1846523,5.0111575,3.9252815,4.7703958,3.7756276,4.5432124,3.9752908,4.428435
ASHGA5P029317,5.10185,4.958924,7.0142975,4.496255,5.160596,4.415045,4.868479,6.8351936,6.6746483,4.91391,4.90467,4.2592683,5.625095,5.2302027,3.7346945,4.1758275,3.7044451,4.1067843,4.5111227,3.383121
ASHGA5P029320,6.814289,6.0947523,6.6399245,5.789635,6.5653605,5.805204,6.5693274,6.1079826,5.8471885,6.795116,4.9808483,5.136305,6.7806554,4.740735,5.6692495,5.9622164,4.0249505,5.941281,5.942548,5.9624124
ASHGA5P029321,6.282196,5.6130605,8.2275095,5.5253816,5.4246106,5.5416374,5.478454,5.8908105,5.6698737,6.2114625,4.780174,4.2575283,6.5526557,4.689205,4.558658,5.665745,4.5049505,4.4689374,4.4942746,5.925353
ASHGA5P029323,7.2773542,6.5658107,7.7102184,6.125979,7.2023463,6.174373,7.1244326,6.2450995,6.1882305,7.421127,5.2772627,4.906469,7.4487033,4.89183,4.890822,6.4913163,4.847565,5.363674,5.0413613,6.5865836
ASHGA5P029326,10.892884,10.32708,11.319063,9.962809,10.63162,9.952063,10.729096,11.684709,11.661543,10.892884,9.219751,9.072539,10.419088,9.568846,8.802128,10.578012,8.634758,10.103376,8.898704,10.619759
ASHGA5P029327,5.6998763,5.2179174,5.7261763,4.9054637,5.0669208,4.8829703,5.654275,4.245273,3.5945055,5.6751595,4.074499,4.7522373,6.1188645,4.440634,4.2649145,4.8524733,3.9392247,5.105534,4.143854,4.5497785
ASHGA5P029329,6.8748455,6.5141535,6.1261587,6.511685,6.7270145,6.433689,6.9171686,6.332934,6.319937,6.8615093,6.2740426,5.512713,5.5581455,5.9140396,5.243799,4.888574,5.3581104,6.3285694,4.914381,5.2627125
ASHGA5P029336,5.980972,5.2036495,5.607183,5.432384,5.985296,5.2111917,5.894555,3.411235,4.4320345,6.0641537,4.1955113,4.751823,5.1860685,3.0850217,4.507897,4.8469977,2.9158456,3.9490938,4.5368404,4.4660473
ASHGA5P029338,5.9994774,5.3177857,6.3799877,5.9118185,6.31786,5.7005925,6.008904,9.4421015,9.389056,5.962837,4.7179017,5.180265,5.8561983,4.716415,4.594042,5.3603954,4.7722425,5.1961236,4.339879,5.472764
ASHGA5P029341,5.032822,5.545924,5.862192,5.128199,4.8622813,4.980244,5.176842,5.360144,5.467769,4.9244075,2.3688393,4.2641234,5.374608,3.8771472,3.194099,4.613022,3.759453,4.1159687,2.4416478,4.710906
ASHGA5P029342,5.537518,6.073935,5.097554,5.4246106,5.1495967,5.520195,5.2139792,3.7107825,3.5756326,5.5842733,4.0433435,4.2040424,2.3691263,3.242878,3.7403998,3.0422647,4.0604115,5.1815214,3.8814979,2.760792
ASHGA5P029347,5.9702535,4.9468546,5.516024,5.9368696,4.1278195,5.8887167,4.280348,3.6427956,4.1076045,5.964466,3.7978425,4.5725513,5.65375,4.07202,4.307189,4.1479964,3.791224,4.8808184,4.247817,4.1987877
ASHGA5P029355,3.7863276,2.4847622,2.4806867,4.500248,5.0896707,4.628173,5.101651,6.8368535,6.5653605,3.743891,3.5846524,2.620877,4.032667,5.3785334,4.2317476,6.199036,5.6938577,4.691283,4.1634493,5.6043844
ASHGA5P029360,7.651574,8.735403,8.324077,8.623056,7.761443,8.510531,7.77065,7.8569245,7.7259197,7.8108487,6.779687,7.970224,7.751564,6.7192254,7.7468057,7.2869782,7.3391185,7.32232,7.742965,7.446006
ASHGA5P029361,5.482816,5.552958,4.916908,5.7935305,5.4405303,5.6107697,5.405852,3.8134887,3.991078,5.593048,4.326645,4.912112,5.0955367,4.540801,4.8445535,3.8671818,4.0807724,4.739723,5.2211747,3.8710988
ASHGA5P029370,5.9724536,6.174625,7.347869,6.073685,5.8289976,6.021398,5.664108,6.8366537,6.9066515,6.1673546,5.347545,5.291147,6.456248,5.2597904,4.7990503,6.3757,3.2333624,4.7059913,4.497256,6.079068
ASHGA5P029382,8.328875,8.052478,8.403927,7.886513,8.481661,7.741471,8.636423,8.451046,8.645411,8.303338,7.5975547,7.1637726,8.549048,7.621542,7.399367,8.276416,7.7236905,7.5370116,7.5684237,8.245458
ASHGA5P029387,9.706905,8.837038,10.392889,9.032412,9.58452,9.036614,9.537295,10.306024,10.296357,9.585245,8.92114,8.627474,10.049171,9.087675,8.837788,10.031325,9.458487,9.659632,8.8596945,9.9838085
ASHGA5P029388,6.3825746,5.5004888,4.669576,6.5291557,7.210652,6.4029408,7.167358,4.7279425,4.526454,6.067749,3.9726174,3.4588227,5.5685067,4.2999463,3.3342214,4.363934,5.777278,3.637332,3.3530495,4.837448
ASHGA5P029396,5.2924066,5.5301857,4.399898,5.1079435,4.865579,4.753715,5.1207075,4.004907,4.0623245,5.473258,4.206406,4.7412944,4.9087086,4.3299913,4.354657,4.514192,4.319371,4.823836,4.4851856,4.035571
ASHGA5P029399,11.175928,11.260569,11.731563,11.279498,11.086651,11.093888,11.132536,11.424805,11.503655,11.193785,9.022243,9.905627,11.934722,9.04572,9.279955,11.650643,9.445049,10.118113,9.366919,11.672008
ASHGA5P029400,4.8403263,6.1882305,5.9470735,6.338601,4.5766153,6.3138433,4.386448,6.914793,6.558983,4.777433,5.223321,4.888132,4.771199,5.1077013,5.141328,5.3945007,4.6195755,5.244392,4.8233204,5.212752
ASHGA5P029403,7.0219846,6.0745983,6.7082014,5.665745,6.6932087,5.814538,6.8308296,4.938104,5.5176497,7.0801883,5.8722157,5.1525445,7.4084964,6.0926943,4.527201,7.052798,4.6535373,4.7861958,4.5631437,6.9259825
ASHGA5P029425,5.508519,5.7472453,5.4839807,5.041014,4.827542,5.096148,5.2389307,4.8923826,4.431768,5.220655,2.5920577,4.652273,5.6512012,3.8006628,3.5084088,4.026977,3.7579136,4.036601,4.3829527,3.850176
ASHGA5P029429,5.142452,6.2501125,7.171532,6.0585613,4.4880433,6.2991714,4.399426,7.2852416,7.2758822,5.259646,6.3219724,2.3652925,4.5938263,6.0834546,3.5234983,3.263372,6.4595976,4.4436474,3.0014672,3.1960535
ASHGA5P029433,5.7051167,4.865105,5.245366,5.1739216,4.8919597,5.001959,5.264499,4.8301187,4.8156695,5.176842,2.4678082,4.4459534,5.188049,3.4179797,3.7850146,2.8352957,2.5898364,4.0261307,3.223554,2.971575
ASHGA5P029442,7.782431,6.93721,8.131577,6.842126,7.9576263,6.825381,7.9398227,7.1104336,7.314898,7.84557,6.01374,5.725073,7.5823245,6.1798925,5.6361756,6.8922644,5.728568,5.2810836,5.6248503,7.1855044
ASHGA5P029450,5.103047,5.654085,3.501236,5.654085,5.5574455,5.7065797,5.8007565,4.894573,4.6032996,4.107491,5.4108105,5.9356265,5.3063273,5.820172,5.909014,4.6279645,5.5053887,5.9583507,5.7969165,4.5201263
ASHGA5P029460,2.643763,3.5248163,3.464374,4.5781054,6.0938807,4.2583237,6.538124,6.697285,7.036917,2.6382046,4.683317,3.8108783,2.6032734,5.2773733,4.1239386,6.8086348,5.7027,4.750409,4.0544887,6.640975
ASHGA5P029464,11.986887,11.148542,12.358885,11.263393,12.09236,11.2098875,12.054063,12.399546,12.45473,11.934722,11.181591,9.862965,11.694584,10.274389,10.464122,11.416145,10.263894,10.419088,10.519758,11.42299
ASHGA5P029465,8.495718,8.453606,9.402056,7.9398227,8.289784,7.957307,8.344731,9.215427,9.137068,8.431665,6.730946,6.696457,8.933197,6.771052,6.5408196,8.123311,6.6174097,7.1987915,6.6551347,8.181909
ASHGA5P029468,5.943859,5.3777924,4.998754,4.6901855,5.2594457,4.820734,5.915611,3.2102191,3.7708652,5.877612,5.301451,5.232941,5.5065613,5.1866636,5.3422494,4.7422585,6.2266374,5.4737535,5.35714,4.629091
ASHGA5P029469,7.421913,6.445694,8.831748,6.185084,7.012383,6.223659,6.9549265,8.155311,8.144971,7.500134,5.561297,5.707131,7.619604,6.5655203,5.1815214,9.971661,5.2000413,5.873053,5.3797517,10.072407
ASHGA5P029471,7.9254293,7.853989,8.194451,7.8787394,7.7744675,7.800781,7.9018445,7.870839,7.7951374,8.001616,6.7208595,6.271212,7.8754454,6.5963764,6.1391325,7.389647,6.0155745,4.975305,6.18406,7.456899
ASHGA5P029473,9.323243,8.373228,9.049156,8.6320715,9.139666,8.759663,9.067196,9.069899,9.079964,9.285976,7.7499533,7.331165,8.691162,7.722989,7.373569,8.860573,7.714229,8.18223,7.2041626,8.55667
ASHGA5P029481,5.3231,4.983571,5.76901,4.1417375,5.3855534,3.9409583,6.733584,5.649419,5.671597,5.097291,4.268033,4.057145,5.8338065,4.4166994,2.4161916,3.8951416,4.333942,4.2732997,2.4416478,3.5408762
ASHGA5P029484,5.653912,5.1176085,7.6271863,4.3717194,4.6840334,4.4035754,4.307833,7.3474736,6.742862,5.9821997,5.714602,4.336623,5.538722,5.660895,3.9627388,4.322031,4.095727,4.2261863,3.9661984,4.6077633
ASHGA5P029504,10.367048,9.747688,9.798675,9.954034,10.404761,9.912519,10.491395,9.656923,9.659632,10.4434395,9.755988,9.001547,11.066416,9.689272,9.037323,11.121691,9.772275,8.671871,9.078696,11.105903
ASHGA5P029522,7.170913,6.332934,7.6952724,6.679496,7.1779284,6.6909986,7.260518,6.7076454,6.7940936,7.2954364,6.249237,5.5972786,6.609454,6.1376815,5.213271,5.8726554,5.079543,5.707986,5.4057026,5.821089
ASHGA5P029549,7.821617,7.0244503,5.6487203,11.881717,7.726768,12.389977,7.767103,4.450133,4.4951878,7.85898,6.0813003,6.798823,6.522272,6.2788625,6.916909,6.359545,6.754267,7.384717,6.9911485,6.303272
ASHGA5P029553,5.1749697,3.9952664,5.9982266,4.4995112,5.402075,4.2527246,5.1640644,5.17307,5.241168,5.4594774,3.2708795,4.7897115,5.0555406,3.6287992,4.6832056,5.0873656,4.857306,4.183917,4.825483,5.181119
ASHGA5P029559,7.8054357,6.5655203,7.591932,6.6259937,7.66365,6.5234838,7.6742854,7.5058117,7.546714,7.6564455,6.409982,6.070876,7.8108487,6.6758547,6.1662626,7.3783073,6.229101,6.4763684,6.2309027,7.545408
ASHGA5P029560,6.0926943,5.287094,7.4270277,4.9618607,4.5164223,4.689205,4.839233,6.9418,6.7257323,6.0700555,6.39033,4.492871,5.0141706,6.0177555,4.1608667,4.353378,3.4293633,3.3053908,3.832309,4.4640923
ASHGA5P029561,8.107529,7.5916553,7.9254293,7.159779,7.6564455,7.0643177,7.627538,7.9290013,7.771068,8.083809,8.024714,6.8475995,8.289178,6.4535584,6.1976314,8.368296,6.296681,6.549285,6.2249074,8.569743
ASHGA5P029577,6.0272946,4.8707767,5.1951294,4.8567333,5.677589,4.7605033,5.941913,5.2659407,5.462987,5.955465,3.7614188,4.9251266,5.694315,4.082738,4.411405,8.983335,5.4051447,4.7464805,4.3200383,9.692061
ASHGA5P029582,8.057308,7.4061093,8.443896,7.2169676,7.993121,7.1980424,8.062716,8.37145,8.467244,8.0518875,6.7647495,6.9623623,8.232571,7.36273,6.5175953,7.5613556,6.9709115,7.3011174,6.5261483,7.5669794
ASHGA5P029600,8.648714,7.1902423,7.6870255,7.4088607,8.4360485,7.3143606,8.533431,6.9106655,6.831062,8.679472,7.418673,6.188662,8.493791,7.428105,6.270268,8.241619,6.657665,4.743768,6.360345,8.180258
ASHGA5P029604,6.149518,5.692826,5.8261747,5.360978,5.865054,5.61524,5.5689893,3.5063136,3.6357126,6.175085,4.4283175,5.7834916,6.3501205,4.162192,5.505759,5.00347,4.8212905,4.996909,5.771254,5.4824147
ASHGA5P029611,6.939397,6.0655518,7.9237094,6.3060546,6.995165,6.287286,7.077364,7.714229,7.7074594,7.086974,6.0477777,5.1499233,7.427656,6.0912204,5.0875964,6.7662787,6.4796524,5.5885415,5.114018,6.8371644
ASHGA5P029614,7.8192496,7.742532,8.272641,7.627538,8.062716,7.581564,7.9773564,7.926087,8.038434,7.8459425,7.2865524,6.800441,8.411633,7.258662,6.8620453,8.164312,7.6245365,6.425773,6.771346,8.331669
ASHGA5P029619,8.795009,7.908959,8.450529,8.093706,8.302758,7.9501266,8.436583,8.711811,8.803139,8.893565,7.7170515,7.681887,8.985105,7.924004,7.8506756,8.58676,8.2622385,8.491024,8.038815,8.637778
ASHGA5P029623,14.142967,13.059225,14.693136,13.60294,14.183047,13.651446,14.251374,14.167433,14.265133,14.154829,14.473931,13.841934,14.615105,14.294233,13.895282,14.517893,14.544102,13.818846,13.960641,14.310617
ASHGA5P029631,7.282468,6.359545,7.8782353,6.396445,7.3771853,6.2945585,7.1497335,7.5789437,7.5166707,7.191588,5.8551292,5.7763267,8.239856,5.586601,5.836278,7.3037734,5.4288273,6.525911,5.6359844,7.1779284
ASHGA5P029637,7.183567,7.5370116,9.347684,7.2681994,6.98602,7.178957,7.0216703,7.817676,7.974061,7.2942777,6.697897,6.2148056,7.4076915,6.8297553,6.218747,5.790226,6.0336204,6.0766993,6.232942,6.101467
ASHGA5P029638,5.6502705,6.722163,6.612787,6.430716,5.5109863,6.473918,5.3194833,5.1327925,4.8775845,5.89913,5.9832597,5.9660344,5.2823644,6.2220016,5.792897,4.7783237,4.8337812,5.690861,5.6960297,4.4354696
ASHGA5P029641,8.181483,7.7024426,8.31017,7.9485326,8.238588,7.86246,8.275299,8.453606,8.360434,8.249164,5.8426285,5.485886,6.8618107,5.471103,4.852816,7.546714,6.374551,4.5798535,5.011763,7.5345736
ASHGA5P029642,12.213112,11.341936,11.746209,11.470799,12.23054,11.52456,12.133547,11.696507,11.733317,12.162725,11.078024,9.954727,12.074607,11.133639,9.733706,12.0498495,13.063064,10.626898,9.769126,12.018085
ASHGA5P029651,7.7948194,7.133982,7.908959,7.040392,7.560691,7.008489,7.5592685,7.7208896,7.7318807,7.80603,6.1976314,6.1266356,8.269527,6.284494,6.146733,7.3174458,6.0172205,7.3081107,6.0541043,7.4084964
ASHGA5P029652,6.024798,5.579416,5.3587027,5.1519184,5.92595,5.2972393,5.5030613,5.592698,5.868499,5.91922,4.3310018,4.9372225,6.0251184,5.0244055,3.7593565,4.9981685,4.713703,4.468796,3.3034194,4.8117433
